id,outcome,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8
math-01012,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01013,success,gcd,(none),(none),(none),(none),(none),(none),(none)
math-01014,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01015,success,factorial,(none),(none),(none),(none),(none),(none),(none)
math-01016,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01017,success,permutations,(none),(none),(none),(none),(none),(none),(none)
math-01018,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01019,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01020,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01021,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01022,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01023,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01024,success,permutations,(none),(none),(none),(none),(none),(none),(none)
math-01025,success,factorial,factorial,(none),(none),(none),(none),(none),(none)
math-01026,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01027,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01028,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01029,success,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01030,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01031,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01032,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01033,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01034,partial,symbols,Rational,(none),(none),(none),(none),(none),(none)
math-01035,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01036,fail,comb,limit_denominator,gcd,(none),(none),(none),(none),(none)
math-01037,partial,combinations,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01038,fail,symbols,python_interpreter,solve,symbols,symbols,(none),(none),(none)
math-01039,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01040,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01041,success,factorial,(none),(none),(none),(none),(none),(none),(none)
math-01042,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01043,success,array,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01044,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01045,success,comb,(none),(none),(none),(none),(none),(none),(none)
math-01046,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01047,success,gcd,(none),(none),(none),(none),(none),(none),(none)
math-01048,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01049,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01050,fail,symbols,Eq,expand,Eq,Eq,(none),(none),(none)
math-01051,success,factorint,(none),(none),(none),(none),(none),(none),(none)
math-01052,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01053,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01054,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01055,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01056,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01057,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01058,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01059,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01060,success,python_interpreter,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01061,fail,simplify,limit_denominator,(none),(none),(none),(none),(none),(none)
math-01062,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01063,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01064,success,symbols,subs,(none),(none),(none),(none),(none),(none)
math-01065,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01066,success,log2,(none),(none),(none),(none),(none),(none),(none)
math-01067,success,array,cross,(none),(none),(none),(none),(none),(none)
math-01068,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01069,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01070,success,ceil,ceil,(none),(none),(none),(none),(none),(none)
math-01071,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01072,fail,symbols,symbols,symbols,symbols,(none),(none),(none),(none)
math-01073,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01074,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01075,partial,factorial,(none),(none),(none),(none),(none),(none),(none)
math-01076,success,symbols,solve,k,(none),(none),(none),(none),(none)
math-01077,success,symbols,symbols,(none),(none),(none),(none),(none),(none)
math-01078,success,median,(none),(none),(none),(none),(none),(none),(none)
math-01079,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01080,partial,cos,(none),(none),(none),(none),(none),(none),(none)
math-01081,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01082,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01083,success,symbols,subs,(none),(none),(none),(none),(none),(none)
math-01084,success,gcd,(none),(none),(none),(none),(none),(none),(none)
math-01085,success,lcm,(none),(none),(none),(none),(none),(none),(none)
math-01086,fail,symbols,symbols,symbols,(none),(none),(none),(none),(none)
math-01087,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01088,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01089,fail,lcm,strptime,(none),(none),(none),(none),(none),(none)
math-01090,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01091,success,decimal_to_binary,(none),(none),(none),(none),(none),(none),(none)
math-01092,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01093,success,rectangle,(none),(none),(none),(none),(none),(none),(none)
math-01094,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01095,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01096,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01097,fail,combinations,Fraction,simplify_fraction,(none),(none),(none),(none),(none)
math-01098,partial,Fraction,Rational,Rational,(none),(none),(none),(none),(none)
math-01099,success,factorint,(none),(none),(none),(none),(none),(none),(none)
math-01100,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01101,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01102,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01103,success,time,(none),(none),(none),(none),(none),(none),(none)
math-01104,partial,symbols,symbols,symbols,(none),(none),(none),(none),(none)
math-01105,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01106,success,factorint,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01107,partial,factorial,(none),(none),(none),(none),(none),(none),(none)
math-01108,success,f,(none),(none),(none),(none),(none),(none),(none)
math-01109,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01110,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01111,success,symbols,subs,(none),(none),(none),(none),(none),(none)
math-01112,partial,python_interpreter,Rational,(none),(none),(none),(none),(none),(none)
math-01113,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01114,success,factorint,values,(none),(none),(none),(none),(none),(none)
math-01115,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01116,success,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01117,success,python_interpreter,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01118,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01119,success,solutions,(none),(none),(none),(none),(none),(none),(none)
math-01120,partial,symbols,factor,(none),(none),(none),(none),(none),(none)
math-01121,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01122,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01123,success,Counter,(none),(none),(none),(none),(none),(none),(none)
math-01124,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01125,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01126,success,cos,sqrt,(none),(none),(none),(none),(none),(none)
math-01127,success,symbols,symbols,symbols,(none),(none),(none),(none),(none)
math-01128,success,factorint,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01129,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01130,success,array,(none),(none),(none),(none),(none),(none),(none)
math-01131,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01132,fail,python_interpreter,limit_denominator,gcd,(none),(none),(none),(none),(none)
math-01133,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01134,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01135,partial,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01136,success,points,(none),(none),(none),(none),(none),(none),(none)
math-01137,success,base5_to_base10,(none),(none),(none),(none),(none),(none),(none)
math-01138,success,symbols,symbols,(none),(none),(none),(none),(none),(none)
math-01139,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01140,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01141,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01142,partial,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01143,success,f,(none),(none),(none),(none),(none),(none),(none)
math-01144,fail,python_interpreter,limit_denominator,floor,(none),(none),(none),(none),(none)
math-01145,success,factorial,(none),(none),(none),(none),(none),(none),(none)
math-01146,partial,combinations,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01147,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01148,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01149,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01150,fail,sqrt,Rational,(none),(none),(none),(none),(none),(none)
math-01151,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01152,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01153,success,radians,(none),(none),(none),(none),(none),(none),(none)
math-01154,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01155,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01156,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01157,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01158,success,python_interpreter,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01159,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01160,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01161,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01162,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01163,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01164,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01165,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01166,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01167,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01168,partial,(none),(none),(none),(none),(none),(none),(none),(none)
math-01169,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01170,fail,symbols,python_interpreter,solve,symbols,symbols,(none),(none),(none)
math-01171,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01172,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01173,partial,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01174,success,comb,(none),(none),(none),(none),(none),(none),(none)
math-01175,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01176,success,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01177,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01178,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01179,success,append,(none),(none),(none),(none),(none),(none),(none)
math-01180,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01181,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01182,success,of,(none),(none),(none),(none),(none),(none),(none)
math-01183,success,array,matrix_multiply,python_interpreter,(none),(none),(none),(none),(none)
math-01184,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01185,success,floor,(none),(none),(none),(none),(none),(none),(none)
math-01186,success,log,(none),(none),(none),(none),(none),(none),(none)
math-01187,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01188,success,comb,(none),(none),(none),(none),(none),(none),(none)
math-01189,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01190,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01191,partial,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01192,success,cbrt,(none),(none),(none),(none),(none),(none),(none)
math-01193,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01194,success,terms,(none),(none),(none),(none),(none),(none),(none)
math-01195,fail,sqrt,ceil,(none),(none),(none),(none),(none),(none)
math-01196,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01197,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01198,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01199,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01200,success,is_prime,(none),(none),(none),(none),(none),(none),(none)
math-01201,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01202,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01203,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01204,fail,python_interpreter,limit_denominator,limit_denominator,(none),(none),(none),(none),(none)
math-01205,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01206,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01207,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01208,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01209,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01210,fail,factorial,(none),(none),(none),(none),(none),(none),(none)
math-01211,success,symbols,Eq,(none),(none),(none),(none),(none),(none)
math-01212,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01213,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01214,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01215,success,Fraction,Rational,(none),(none),(none),(none),(none),(none)
math-01216,success,a,(none),(none),(none),(none),(none),(none),(none)
math-01217,success,count_factors_of_5,(none),(none),(none),(none),(none),(none),(none)
math-01218,success,of,(none),(none),(none),(none),(none),(none),(none)
math-01219,success,symbols,vertex,solve,(none),(none),(none),(none),(none)
math-01220,success,lcm,factorint,factorint,(none),(none),(none),(none),(none)
math-01221,success,gcd,(none),(none),(none),(none),(none),(none),(none)
math-01222,success,Rational,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01223,partial,Rational,(none),(none),(none),(none),(none),(none),(none)
math-01224,success,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01225,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01226,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01227,success,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01228,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01229,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01230,success,pow,(none),(none),(none),(none),(none),(none),(none)
math-01231,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01232,success,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01233,fail,factorint,defaultdict,(none),(none),(none),(none),(none),(none)
math-01234,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01235,success,isprime,isprime,(none),(none),(none),(none),(none),(none)
math-01236,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01237,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01238,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01239,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01240,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01241,success,symbols,simplify,(none),(none),(none),(none),(none),(none)
math-01242,success,S,(none),(none),(none),(none),(none),(none),(none)
math-01243,success,ceil,(none),(none),(none),(none),(none),(none),(none)
math-01244,success,points,(none),(none),(none),(none),(none),(none),(none)
math-01245,success,factorial,(none),(none),(none),(none),(none),(none),(none)
math-01246,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01247,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01248,success,sin,(none),(none),(none),(none),(none),(none),(none)
math-01249,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01250,success,Rational,simplify,(none),(none),(none),(none),(none),(none)
math-01251,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01252,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01253,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01254,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01255,success,gcd,(none),(none),(none),(none),(none),(none),(none)
math-01256,success,python_interpreter,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01257,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01258,fail,symbols,floor,(none),(none),(none),(none),(none),(none)
math-01259,success,comb,(none),(none),(none),(none),(none),(none),(none)
math-01260,partial,Rational,(none),(none),(none),(none),(none),(none),(none)
math-01261,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01262,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01263,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01264,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01265,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01266,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01267,success,array,(none),(none),(none),(none),(none),(none),(none)
math-01268,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01269,partial,Rational,(none),(none),(none),(none),(none),(none),(none)
math-01270,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01271,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01272,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01273,success,log,(none),(none),(none),(none),(none),(none),(none)
math-01274,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01275,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01276,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01277,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01278,fail,python_interpreter,join,(none),(none),(none),(none),(none),(none)
math-01279,fail,symbols,symbols,symbols,symbols,cos,(none),(none),(none)
math-01280,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01281,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01282,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01283,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01284,success,symbols,solve,(none),(none),(none),(none),(none),(none)
math-01285,success,symbols,symbols,(none),(none),(none),(none),(none),(none)
math-01286,fail,symbols,symbols,Rational,(none),(none),(none),(none),(none)
math-01287,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01288,success,symbols,subs,subs,(none),(none),(none),(none),(none)
math-01289,success,symbols,simplify,(none),(none),(none),(none),(none),(none)
math-01290,success,floor,(none),(none),(none),(none),(none),(none),(none)
math-01291,partial,array,sqrt,(none),(none),(none),(none),(none),(none)
math-01292,success,f,(none),(none),(none),(none),(none),(none),(none)
math-01293,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01294,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01295,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01296,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01297,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01298,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01299,partial,cos,cos,(none),(none),(none),(none),(none),(none)
math-01300,success,factorial,(none),(none),(none),(none),(none),(none),(none)
math-01301,success,array,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01302,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01303,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01304,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01305,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01306,success,solve_congruence,(none),(none),(none),(none),(none),(none),(none)
math-01307,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01308,fail,symbols,ceil,ceil,(none),(none),(none),(none),(none)
math-01309,success,ceil,(none),(none),(none),(none),(none),(none),(none)
math-01310,success,python_interpreter,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01311,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01312,success,Fraction,gcd,(none),(none),(none),(none),(none),(none)
math-01313,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01314,success,mod_inverse,(none),(none),(none),(none),(none),(none),(none)
math-01315,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01316,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01317,success,count,(none),(none),(none),(none),(none),(none),(none)
math-01318,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01319,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01320,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01321,success,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01322,success,gcd,(none),(none),(none),(none),(none),(none),(none)
math-01323,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01324,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01325,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01326,success,gcd,(none),(none),(none),(none),(none),(none),(none)
math-01327,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01328,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01329,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01330,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01331,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01332,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01333,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01334,success,symbols,symbols,(none),(none),(none),(none),(none),(none)
math-01335,fail,symbols,limit_denominator,simplify,limit_denominator,limit_denominator,(none),(none),(none)
math-01336,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01337,success,floor,(none),(none),(none),(none),(none),(none),(none)
math-01338,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01339,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01340,success,Rational,Rational,(none),(none),(none),(none),(none),(none)
math-01341,partial,array,Matrix,(none),(none),(none),(none),(none),(none)
math-01342,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01343,fail,python_interpreter,limit_denominator,limit_denominator,(none),(none),(none),(none),(none)
math-01344,success,symbols,symbols,symbols,(none),(none),(none),(none),(none)
math-01345,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01346,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01347,success,python_interpreter,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01348,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01349,success,symbols,simplify,(none),(none),(none),(none),(none),(none)
math-01350,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01351,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01352,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01353,success,factorial,(none),(none),(none),(none),(none),(none),(none)
math-01354,success,factorial,(none),(none),(none),(none),(none),(none),(none)
math-01355,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01356,success,number,(none),(none),(none),(none),(none),(none),(none)
math-01357,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01358,success,Rational,(none),(none),(none),(none),(none),(none),(none)
math-01359,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01360,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01361,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01362,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01363,success,array,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01364,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01365,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01366,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01367,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01368,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01369,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01370,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01371,success,log,(none),(none),(none),(none),(none),(none),(none)
math-01372,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01373,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01374,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01375,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01376,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01377,success,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01378,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01379,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01380,fail,symbols,symbols,(none),(none),(none),(none),(none),(none)
math-01381,success,find_largest_median,(none),(none),(none),(none),(none),(none),(none)
math-01382,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01383,partial,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01384,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01385,partial,factorial,(none),(none),(none),(none),(none),(none),(none)
math-01386,success,permutations,(none),(none),(none),(none),(none),(none),(none)
math-01387,partial,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01388,success,symbols,symbols,subs,(none),(none),(none),(none),(none)
math-01389,success,symbols,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01390,success,pow,(none),(none),(none),(none),(none),(none),(none)
math-01391,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01392,success,python_interpreter,python_interpreter,(none),(none),(none),(none),(none),(none)
math-01393,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01394,success,tan,(none),(none),(none),(none),(none),(none),(none)
math-01395,partial,symbols,simplify,(none),(none),(none),(none),(none),(none)
math-01396,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01397,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01398,success,(none),(none),(none),(none),(none),(none),(none),(none)
math-01399,success,sqrt,(none),(none),(none),(none),(none),(none),(none)
math-01400,success,symbols,expand,(none),(none),(none),(none),(none),(none)
math-01401,partial,gcd,(none),(none),(none),(none),(none),(none),(none)
math-01402,fail,(none),(none),(none),(none),(none),(none),(none),(none)
math-01403,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01404,success,array,(none),(none),(none),(none),(none),(none),(none)
math-01405,fail,python_interpreter,gcd,(none),(none),(none),(none),(none),(none)
math-01406,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01407,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01408,success,symbols,(none),(none),(none),(none),(none),(none),(none)
math-01409,fail,symbols,simplify,log,Rational,(none),(none),(none),(none)
math-01410,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
math-01411,success,permutations,(none),(none),(none),(none),(none),(none),(none)
math-01412,success,largest_prime_factor,(none),(none),(none),(none),(none),(none),(none)
math-01413,partial,(none),(none),(none),(none),(none),(none),(none),(none)
math-01414,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
