id,outcome,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8
hotpotqa-00356,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00357,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00358,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00359,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00360,success,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00361,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00362,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00363,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00364,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00365,success,(none),(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00366,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00367,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00368,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00369,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00370,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00371,fail,web_search,web_search,web_search,web_search,Nominatim,(none),(none),(none)
hotpotqa-00372,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00373,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00374,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00375,success,web_search,web_search,web_search,web_search,(none),(none),(none),(none)
hotpotqa-00376,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00377,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00378,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00379,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00380,fail,web_search,strptime,(none),(none),(none),(none),(none),(none)
hotpotqa-00381,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00382,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00383,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00384,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00385,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00386,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00387,partial,web_search,web_search,web_search,web_search,(none),(none),(none),(none)
hotpotqa-00388,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00389,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00390,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00391,success,(none),(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00392,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00393,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00394,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00395,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00396,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00397,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00398,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00399,partial,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00400,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00401,partial,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00402,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00403,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00404,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00405,success,(none),(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00406,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00407,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00408,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00409,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00410,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00411,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00412,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00413,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00414,success,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00415,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00416,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00417,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00418,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00419,success,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00420,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00421,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00422,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00423,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00424,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00425,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00426,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00427,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00428,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00429,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00430,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00431,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00432,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00433,partial,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00434,success,(none),(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00435,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00436,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00437,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00438,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00439,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00440,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00441,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00442,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00443,success,python_interpreter,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00444,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00445,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00446,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00447,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00448,success,(none),(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00449,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00450,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00451,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00452,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00453,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00454,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00455,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00456,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00457,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00458,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00459,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00460,partial,web_search,web_search,web_search,web_search,(none),(none),(none),(none)
hotpotqa-00461,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00462,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00463,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00464,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00465,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00466,success,web_search,web_search,web_search,web_search,(none),(none),(none),(none)
hotpotqa-00467,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00468,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00469,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00470,success,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00471,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00472,success,web_search,web_search,web_search,web_search,(none),(none),(none),(none)
hotpotqa-00473,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00474,success,web_search,web_search,web_search,web_search,(none),(none),(none),(none)
hotpotqa-00475,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00476,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00477,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00478,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00479,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00480,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00481,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00482,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00483,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00484,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00485,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00486,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00487,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00488,success,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00489,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00490,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00491,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00492,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00493,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00494,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00495,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00496,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00497,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00498,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00499,success,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00500,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00501,success,python_interpreter,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00502,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00503,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00504,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00505,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00506,partial,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00507,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00508,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00509,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00510,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00511,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00512,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00513,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00514,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00515,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00516,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00517,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00518,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00519,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00520,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00521,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00522,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00523,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00524,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00525,partial,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00526,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00527,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00528,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00529,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00530,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00531,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00532,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00533,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00534,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00535,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00536,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00537,success,python_interpreter,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00538,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00539,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00540,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00541,success,(none),(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00542,success,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00543,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00544,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00545,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00546,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00547,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00548,partial,web_search,strptime,(none),(none),(none),(none),(none),(none)
hotpotqa-00549,success,(none),(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00550,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00551,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00552,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00553,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00554,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00555,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00556,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00557,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00558,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00559,success,web_search,web_search,web_search,web_search,(none),(none),(none),(none)
hotpotqa-00560,success,web_search,web_search,web_search,web_search,(none),(none),(none),(none)
hotpotqa-00561,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00562,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00563,success,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00564,success,(none),(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00565,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00566,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00567,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00568,success,web_search,web_search,web_search,web_search,(none),(none),(none),(none)
hotpotqa-00569,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00570,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00571,success,web_search,strptime,(none),(none),(none),(none),(none),(none)
hotpotqa-00572,success,web_search,web_search,web_search,python_interpreter,(none),(none),(none),(none)
hotpotqa-00573,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00574,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00575,success,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00576,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00577,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00578,partial,python_interpreter,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00579,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00580,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00581,partial,web_search,web_search,web_search,(none),(none),(none),(none),(none)
hotpotqa-00582,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00583,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00584,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00585,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00586,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00587,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00588,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00589,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00590,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00591,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00592,partial,(none),(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00593,fail,web_search,web_search,web_search,web_search,web_search,(none),(none),(none)
hotpotqa-00594,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00595,success,web_search,group,(none),(none),(none),(none),(none),(none)
hotpotqa-00596,partial,web_search,python_interpreter,(none),(none),(none),(none),(none),(none)
hotpotqa-00597,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00598,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00599,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00600,success,web_search,web_search,(none),(none),(none),(none),(none),(none)
hotpotqa-00601,success,web_search,web_search,web_search,web_search,(none),(none),(none),(none)
hotpotqa-00602,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00603,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00604,partial,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00605,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00606,success,web_search,(none),(none),(none),(none),(none),(none),(none)
hotpotqa-00607,partial,web_search,web_search,(none),(none),(none),(none),(none),(none)
