id,outcome,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,step_14,step_15,step_16,step_17,step_18,step_19,step_20,step_21,step_22,step_23,step_24,step_25,step_26,step_27,step_28,step_29,step_30,step_31,step_32,step_33,step_34,step_35,step_36,step_37,step_38,step_39,step_40,step_41,step_42,step_43,step_44,step_45,step_46,step_47,step_48,step_49,step_50,step_51,step_52,step_53,step_54,step_55,step_56,step_57,step_58,step_59,step_60,step_61,step_62,step_63,step_64,step_65,step_66,step_67,step_68,step_69,step_70,step_71,step_72,step_73,step_74,step_75,step_76,step_77,step_78,step_79,step_80
pi-00562,fail,bash,bash,bash,bash,bash,bash,bash,write,write,write,write,write,write,write,write,write,write,read,bash,bash,bash,edit,edit,edit,read,read,read,read,edit,edit,edit,edit,edit,edit,read,edit,read,edit,read,edit,bash,read,edit,bash,bash,read,bash,read,edit,write,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00563,partial,bash,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00564,partial,bash,write,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00565,partial,bash,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00566,partial,bash,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00567,partial,bash,write,write,write,write,write,bash,bash,bash,bash,bash,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00568,partial,write,read,read,read,read,edit,read,read,read,edit,bash,read,edit,edit,bash,read,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00569,fail,read,bash,bash,write,write,write,bash,bash,read,edit,read,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00570,partial,bash,read,write,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00571,partial,bash,bash,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00572,partial,bash,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00573,partial,bash,write,bash,read,edit,bash,bash,read,edit,bash,bash,bash,bash,read,edit,edit,edit,bash,bash,read,edit,bash,edit,edit,edit,read,read,edit,edit,read,edit,bash,edit,bash,bash,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00574,partial,bash,bash,write,write,write,write,bash,edit,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00575,partial,bash,write,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00576,fail,bash,bash,bash,bash,bash,write,write,write,write,write,read,read,edit,edit,read,edit,edit,edit,edit,read,read,read,read,read,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00577,partial,bash,write,read,bash,edit,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00578,fail,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00579,partial,read,bash,read,bash,write,write,bash,bash,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00580,partial,bash,bash,bash,bash,bash,read,read,read,write,write,write,write,write,write,bash,write,write,write,write,write,write,read,bash,bash,bash,bash,bash,bash,bash,read,edit,bash,bash,write,bash,bash,bash,bash,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00581,partial,bash,write,write,write,bash,read,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00582,partial,bash,write,bash,write,write,write,write,bash,bash,bash,bash,bash,bash,bash,bash,bash,edit,bash,bash,bash,bash,bash,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00583,partial,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00584,partial,bash,write,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00585,partial,bash,read,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00586,partial,bash,write,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00587,partial,bash,bash,write,write,write,bash,bash,read,read,read,read,read,read,edit,bash,bash,bash,bash,bash,bash,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00588,partial,read,bash,bash,write,write,write,write,write,bash,read,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00589,partial,bash,bash,read,bash,bash,bash,write,write,write,write,write,write,write,write,write,write,read,read,edit,write,bash,bash,bash,bash,edit,edit,edit,edit,edit,read,edit,bash,bash,read,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00590,partial,bash,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00591,partial,bash,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00592,partial,bash,write,bash,bash,bash,bash,bash,bash,bash,bash,bash,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00593,partial,bash,read,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00594,partial,read,read,bash,write,write,bash,read,edit,read,read,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00595,partial,read,bash,write,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00596,partial,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00597,partial,bash,bash,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00598,partial,write,edit,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00599,partial,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00600,partial,bash,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00601,partial,bash,bash,write,write,write,write,write,write,write,write,write,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00602,fail,bash,write,write,write,bash,bash,bash,bash,bash,bash,bash,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00603,partial,bash,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00604,partial,bash,read,bash,write,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00605,partial,bash,bash,read,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00606,partial,bash,write,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00607,partial,bash,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00608,fail,bash,write,write,write,write,bash,bash,read,read,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00609,fail,bash,bash,bash,bash,write,write,write,write,write,write,write,bash,read,read,read,read,read,read,edit,read,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00610,partial,bash,write,read,bash,edit,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00611,partial,read,read,read,read,read,read,bash,bash,write,write,write,write,write,write,write,read,edit,bash,read,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00612,partial,bash,write,write,write,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00613,partial,write,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00614,partial,bash,bash,write,write,write,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00615,partial,read,bash,bash,write,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
pi-00616,partial,bash,write,bash,(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none),(none)
